No,名称,北緯,東経,所在地
18,根越沖,36.4952777,137.9677777,長野県長野市,ねごしおき,根越・下大岡･日向
19,原田沖,36.4755555,137.9791666,長野県長野市,はらだおき,笹久
20,姨捨,36.5022222,138.0955555,長野県千曲市,おばすて,姨捨・代･八幡・羽尾
21,塩本,36.5577777,138.0127777,長野県長野市,しおもと,塩本
22,栃倉,36.6419444,138.0063888,長野県長野市,とちくら,太田･清水･高福寺
23,大西,36.6427777,138.0347222,長野県長野市,おおにし,横道・古屋敷・乗出合
24,田沢沖,36.6313888,138.0072222,長野県長野市,たざわおき,沢尻・峰奈良井
25,福島新田,36.8838888,138.4275,長野県飯山市,ふくしましんでん,福島
26,久留女木の棚田,34.9044444,137.6986111,静岡県浜松市,くるめきのたなだ,久留女木
27,大栗安の棚田,34.9427777,137.7338888,静岡県浜松市,おおぐりやすのたなだ,大栗安
28,荒原の棚田,34.8925,138.9444444,静岡県伊豆市,あらはらのたなだ,長野
29,下ノ段の棚田,34.8863888,138.9025,静岡県伊豆市,したのだんのたなだ,金山
30,北山の棚田,34.9661111,138.8119444,静岡県沼津市,きたやまのたなだ,新田
31,上船倉の棚田,37.0808333,138.4991666,新潟県上越市,かみふなくらのたなだ,上船倉
32,狐塚の棚田,37.0516666,138.5941666,新潟県十日町市,きつねづかのたなだ,天水越
33,蓮野の棚田,37.0730555,138.5166666,新潟県上越市,はすののたなだ,菖蒲
34,花坂の棚田,37.1972222,138.5761111,新潟県柏崎市,はなさかのたなだ,大野
35,梨ノ木田の棚田,37.225,138.6077777,新潟県柏崎市,なしのきだのたなだ,磯之辺
36,大開の棚田,37.1877777,138.6136111,新潟県柏崎市,おおびらきのたなだ,門出
37,北五百川の棚田,37.545,139.1366666,新潟県三条市,きたいもがわのたなだ,北五百川
38,長坂,36.9444444,136.9913888,富山県氷見市,ながさか,長坂
39,三乗,36.5544444,137.1191666,富山県富山市,みのり,乗嶺・下乗嶺・新名
40,奥山田,36.6763888,136.8125,石川県津幡町,おくやまだ,九折
41,大笹波水田,37.1916666,136.6880555,石川県志賀町,おおささなみすいでん,笹波
42,白米の千枚田,37.4247222,136.9997222,石川県輪島市,しらよねのせんまいだ,白米
43,梨ヶ平地区千枚田,35.9883333,135.9694444,福井県越前町,なしがだいらちくせんまいだ,梨子ヶ平
44,日引,35.5419444,135.4722222,福井県高浜町,ひびき,日引
45,正ヶ洞,35.9430555,136.8386111,岐阜県郡上市,しょうがはら,前谷
46,上代田,35.5088888,137.145,岐阜県八百津町,かみだいだ,北山
47,坂折,35.5211111,137.2836111,岐阜県恵那市,さかおり,坂折
48,田頃家,36.2513888,137.4944444,岐阜県高山市,たどころけ,田頃家
49,ナカイ田,36.0386111,137.2894444,岐阜県高山市,なかいだ,小坊
50,四谷千枚田,35.0522222,137.5711111,愛知県新城市,よつやせんまいだ,大林・大代
51,長江の棚田,35.1094444,137.595,愛知県設楽町,ながえのたなだ,長江
52,丸山千枚田,33.8777777,135.9536111,三重県熊野市,まるやませんまいだ,丸山
53,深野のだんだん田,34.4883333,136.4011111,三重県松阪市,ふかののだんだんた,深野・上郷
54,坂本,34.9261111,136.4136111,三重県亀山市,さかもと,坂本
55,畑の棚田,35.2977777,135.9291666,滋賀県高島市,はたのたなだ,畑
56,毛原,35.4469444,135.1611111,京都府福知山市,けはら,毛原
57,袖志,35.7622222,135.2036111,京都府京丹後市,そでし,袖志
58,下赤阪の棚田,34.4588888,135.6213888,大阪府千早赤阪村,しもあかさかのたなだ,森屋・下赤阪
59,長谷の棚田,34.9652777,135.3705555,大阪府能勢町,ながたにのたなだ,長谷
60,岩座神,35.1283333,134.8888888,兵庫県多可町,いさりがみ,岩座神
61,乙大木谷,35.0352777,134.3272222,兵庫県佐用町,おつおおきだに,乙大木谷
62,うへ山,35.4369444,134.5302777,兵庫県香美町,うへやま,貫田
63,西ヶ岡,35.505,134.5802777,兵庫県香美町,にしがおか,和佐父
64,神奈備の郷（稲淵）,34.4588888,135.8197222,奈良県明日香村,かんなびのさと（いなぶち）,稲渕
65,蘭島,34.0919444,135.4208333,和歌山県有田川町,あらぎじま,西の里
66,横尾,35.5116666,134.4,鳥取県岩美町,よこお,洗井・横尾・蕉島
67,舂米,35.3566666,134.4858333,鳥取県若桜町,つくよね,つく米
68,中垣内,34.6427777,131.7513888,島根県益田市,なかがうち,下平
69,山王寺,35.3583333,133.0058333,島根県雲南市,さんのうじ,本郷
70,大原新田,35.1255555,133.0702777,島根県奥出雲町,おおはらしんでん,大原
71,神谷,34.8708333,132.6577777,島根県邑南町,かんだに,神谷
72,都川,34.8444444,132.3244444,島根県浜田市,つかわ,都川
73,室谷,34.8102777,132.0147222,島根県浜田市,むろだに,上室谷・下室谷・諸谷
74,大井谷,34.4622222,131.8469444,島根県吉賀町,おおいだに,大井谷
75,北庄,34.9608333,133.9383333,岡山県久米南町,きたしょう,北庄
76,上籾,34.9422222,133.9163888,岡山県久米南町,かみもみ,上籾
77,小山,34.9830555,133.8855555,岡山県美咲町,こやま,小山下
78,大垪和西棚田,34.9566666,133.8786111,岡山県美咲町,おおはがにしたなだ,大垪和西・西下・中興
79,井仁,34.5594444,132.2827777,広島県安芸太田町,いに,井仁
80,東後畑,34.4125,131.0580555,山口県長門市,ひがしうしろばた,東後畑
81,樫原の棚田,33.8883333,134.3783333,徳島県上勝町,かしはらのたなだ,樫原
82,下影,33.9886111,133.8697222,徳島県三好市,しもかげ,下影
83,中山千枚田,34.505,134.24,香川県小豆島町,なかやませんまいだ,中山
84,泉谷,33.5163888,132.7172222,愛媛県内子町,いずみたに,泉谷
85,堂の坂,33.3733333,132.6913888,愛媛県西予市,どうのさこ,田穂東
86,奥内,33.2497222,132.7427777,愛媛県松野町,おくうち,奥内
87,千枚田,33.3905555,132.955,高知県檮原町,せんまいだ,神在居
88,広内・上原地区棚田,33.2680555,130.75,福岡県八女市,ひろうち・うえばるちくたなだ,広内・上原
89,葛籠棚田,33.2677777,130.8244444,福岡県うきは市,つづらたなだ,葛篭
90,白川,33.4619444,130.6711111,福岡県朝倉市,しらかわ,甘水
91,竹,33.4391666,130.8747222,福岡県東峰村,たけ,竹
92,蕨野の棚田,33.2944444,130.0344444,佐賀県唐津市,わらびののたなだ,蕨野
93,大浦の棚田,33.4144444,129.8661111,佐賀県唐津市,おおうらのたなだ,大浦浜･大浦岡・満越
94,浜野浦の棚田,33.4919444,129.8488888,佐賀県玄海町,はまのうらのたなだ,浜野浦
95,岳の棚田,33.2325,129.8286111,佐賀県有田町,たけのたなだ,岳
96,江里山の棚田,33.3263888,130.1936111,佐賀県小城市,えりやまのたなだ,江里山
97,西の谷の棚田,33.4230555,130.1913888,佐賀県佐賀市,にしのたにのたなだ,大串
98,鬼木棚田,33.1194444,129.9213888,長崎県波佐見町,おにきたなだ,鬼木
99,土谷棚田,33.3897222,129.8163888,長崎県松浦市,どやたなだ,土谷
100,日向の棚田,33.0988888,129.9083333,長崎県川棚町,ひなたのたなだ,木場
101,大中尾棚田,32.8844444,129.6966666,長崎県長崎市,おおなかおたなだ,大中尾
102,谷水,32.6277777,130.2236111,長崎県南島原市,たにみず,白木野
103,清水棚田,32.7558333,130.245,長崎県雲仙市,しみずたなだ,岳
104,扇棚田,33.025,131.21,熊本県産山村,おうぎたなだ,乙宮
105,日光の棚田,32.4408333,130.705,熊本県八代市,にちこうのたなだ,日光
106,天神木場の棚田,32.5172222,130.72,熊本県八代市,てんじんこばのたなだ,箱石
107,美生の棚田,32.5111111,130.7341666,熊本県八代市,びしょうのたなだ,美生
108,大作山の千枚田,32.4069444,130.3713888,熊本県上天草市,おおさくやまのせんまいだ,大作山
109,静趣活創棚田・番所,33.0875,130.8011111,熊本県山鹿市,せいしゅかっそうたなだ・ばんしょ,御番所
110,鬼の口棚田,32.2363888,130.6458333,熊本県球磨村,おにのくちたなだ,中屋
111,松谷棚田,32.2252777,130.665,熊本県球磨村,まつたにたなだ,松谷
112,寒川地区棚田,32.1777777,130.5405555,熊本県水俣市,さむかわたなだ,寒川
113,峰棚田,32.7127777,130.9125,熊本県山都町,みねたなだ,峯
114,菅迫田,32.6502777,131.0172222,熊本県山都町,すげさこだ,菅上・菅下・囲
115,由布川奥詰,33.2261111,131.4663888,大分県由布市,ゆふがわおくづめ,詰
116,内成棚田,33.2325,131.4913888,大分県別府市,うちなりたなだ,内成西・内成東
117,軸丸,32.9816666,131.4491666,大分県豊後大野市,じくまる,軸丸北
118,山浦早水,33.2652777,131.0730555,大分県玖珠町,やまうらそうず,山浦早水
119,両合棚田,33.3647222,131.3133333,大分県宇佐市,りょうあいたなだ,小平・滝貞
120,羽高棚田,33.4425,131.045,大分県中津市,はだかたなだ,羽高
121,真幸棚田,32.0725,130.7302777,宮崎県えびの市,まさきたなだ,西内堅
122,尾戸の口（神々の里）,32.7066666,131.3397222,宮崎県高千穂町,おとのくち（かみがみのさと）,大平
123,栃又,32.7111111,131.3313888,宮崎県高千穂町,とちまた,中川登
124,徳別当,32.6911111,131.2836111,宮崎県高千穂町,とくべっとう,徳別当大地ヶ谷
125,石垣の村,32.7002777,131.4011111,宮崎県日之影町,いしがきのむら,戸川
126,鳥の巣,32.6722222,131.2191666,宮崎県五ヶ瀬町,とりのす,宮の原・中村
127,下の原,32.6655555,131.2463888,宮崎県五ヶ瀬町,しものはる,内の口
128,日蔭,32.6430555,131.1611111,宮崎県五ヶ瀬町,ひぞえ,寺村・東光寺
129,坂元棚田,31.6538888,131.2586111,宮崎県日南市,さかもとたなだ,坂元
130,向江棚田,32.2647222,131.1297222,宮崎県西米良村,むかえたなだ,上米良下
131,春の平棚田,32.2425,131.155,宮崎県西米良村,はるのひらたなだ,竹原下
132,内之尾,31.7472222,130.4558333,鹿児島県薩摩川内市,うちのお,内之尾
133,くりの町幸田の棚田,31.9425,130.6738888,鹿児島県湧水町,くりのまちこうだのたなだ,幸田
134,佃,31.2697222,130.4886111,鹿児島県南九州市,つくだ,佃
